date,station,rr
2018-07-29,AWS Pasaman Barat,1.4000000000000001
2018-07-30,AWS Pasaman Barat,0.7999999999999998
2018-07-31,AWS Pasaman Barat,0.2
2018-08-01,AWS Pasaman Barat,12.200000000000001
2018-08-02,AWS Pasaman Barat,0.0
2018-08-03,AWS Pasaman Barat,0.6
2018-08-04,AWS Pasaman Barat,36.8
2018-08-05,AWS Pasaman Barat,48.0
2018-08-06,AWS Pasaman Barat,43.6
2018-08-07,AWS Pasaman Barat,22.0
2018-08-08,AWS Pasaman Barat,0.0
2018-08-09,AWS Pasaman Barat,0.2
2018-08-10,AWS Pasaman Barat,0.0
2018-08-11,AWS Pasaman Barat,0.0
2018-08-12,AWS Pasaman Barat,0.0
2018-08-13,AWS Pasaman Barat,0.0
2018-08-14,AWS Pasaman Barat,0.0
2018-08-15,AWS Pasaman Barat,0.0
2018-08-16,AWS Pasaman Barat,0.0
2018-08-17,AWS Pasaman Barat,0.0
2018-08-18,AWS Pasaman Barat,1.4
2018-08-19,AWS Pasaman Barat,0.0
2018-08-20,AWS Pasaman Barat,0.0
2018-08-21,AWS Pasaman Barat,0.0
2018-08-22,AWS Pasaman Barat,0.0
2018-08-23,AWS Pasaman Barat,0.0
2018-08-24,AWS Pasaman Barat,10.4
2018-08-25,AWS Pasaman Barat,0.2
2018-08-26,AWS Pasaman Barat,4.800000000000001
2018-08-27,AWS Pasaman Barat,0.4
2018-08-28,AWS Pasaman Barat,1.4000000000000004
2018-08-29,AWS Pasaman Barat,16.200000000000003
2018-08-30,AWS Pasaman Barat,4.000000000000002
2018-08-31,AWS Pasaman Barat,0.0
2018-09-01,AWS Pasaman Barat,4.800000000000001
2018-09-02,AWS Pasaman Barat,0.0
2018-09-03,AWS Pasaman Barat,23.6
2018-09-04,AWS Pasaman Barat,0.0
2018-09-05,AWS Pasaman Barat,0.2
2018-09-06,AWS Pasaman Barat,5.200000000000002
2018-09-07,AWS Pasaman Barat,0.0
2018-09-08,AWS Pasaman Barat,0.4
2018-09-09,AWS Pasaman Barat,0.0
2018-09-10,AWS Pasaman Barat,0.0
2018-09-11,AWS Pasaman Barat,3.0000000000000004
2018-09-12,AWS Pasaman Barat,17.400000000000002
2018-09-13,AWS Pasaman Barat,10.2
2018-09-14,AWS Pasaman Barat,6.3999999999999995
2018-09-15,AWS Pasaman Barat,12.4
2018-09-16,AWS Pasaman Barat,64.2
2018-09-17,AWS Pasaman Barat,3.8
2018-09-18,AWS Pasaman Barat,11.8
2018-09-19,AWS Pasaman Barat,2.8
2018-09-20,AWS Pasaman Barat,0.0
2018-09-21,AWS Pasaman Barat,0.4
2018-09-22,AWS Pasaman Barat,1.6000000000000003
2018-09-23,AWS Pasaman Barat,4.4
2018-09-24,AWS Pasaman Barat,8.8
2018-09-25,AWS Pasaman Barat,0.8000000000000002
2018-09-26,AWS Pasaman Barat,0.0
2018-09-27,AWS Pasaman Barat,56.2
2018-09-28,AWS Pasaman Barat,61.6
2018-09-29,AWS Pasaman Barat,10.4
2018-09-30,AWS Pasaman Barat,1.6
2018-10-01,AWS Pasaman Barat,22.0
2018-10-02,AWS Pasaman Barat,0.6000000000000002
2018-10-03,AWS Pasaman Barat,7.2
2018-10-04,AWS Pasaman Barat,55.199999999999996
2018-10-05,AWS Pasaman Barat,4.2
2018-10-06,AWS Pasaman Barat,1.4
2018-10-07,AWS Pasaman Barat,16.2
2018-10-08,AWS Pasaman Barat,24.0
2018-10-09,AWS Pasaman Barat,25.400000000000006
2018-10-10,AWS Pasaman Barat,41.400000000000006
2018-10-11,AWS Pasaman Barat,153.4
2018-10-12,AWS Pasaman Barat,50.800000000000004
2018-10-13,AWS Pasaman Barat,2.1999999999999997
2018-10-14,AWS Pasaman Barat,0.0
2018-10-15,AWS Pasaman Barat,62.40000000000001
2018-10-16,AWS Pasaman Barat,41.8
2018-10-17,AWS Pasaman Barat,137.4
2018-10-18,AWS Pasaman Barat,4.0
2018-10-19,AWS Pasaman Barat,7.799999999999999
2018-10-20,AWS Pasaman Barat,0.0
2018-10-21,AWS Pasaman Barat,0.4
2018-10-22,AWS Pasaman Barat,79.0
2018-10-23,AWS Pasaman Barat,11.4
2018-10-24,AWS Pasaman Barat,0.0
2018-10-25,AWS Pasaman Barat,33.8
2018-10-26,AWS Pasaman Barat,38.0
2018-10-27,AWS Pasaman Barat,11.600000000000003
2018-10-28,AWS Pasaman Barat,47.8
2018-10-29,AWS Pasaman Barat,30.6
2018-10-30,AWS Pasaman Barat,63.199999999999996
2018-10-31,AWS Pasaman Barat,10.4
2018-11-01,AWS Pasaman Barat,67.0
2018-11-02,AWS Pasaman Barat,90.2
2018-11-03,AWS Pasaman Barat,2.4000000000000004
2018-11-04,AWS Pasaman Barat,7.2
2018-11-05,AWS Pasaman Barat,11.4
2018-11-06,AWS Pasaman Barat,52.4
2018-11-07,AWS Pasaman Barat,171.0
2018-11-08,AWS Pasaman Barat,36.4
2018-11-09,AWS Pasaman Barat,39.4
2018-11-10,AWS Pasaman Barat,0.0
2018-11-11,AWS Pasaman Barat,31.0
2018-11-12,AWS Pasaman Barat,29.2
2018-11-13,AWS Pasaman Barat,16.4
2018-11-14,AWS Pasaman Barat,5.4
2018-11-15,AWS Pasaman Barat,0.0
2018-11-16,AWS Pasaman Barat,0.2
2018-11-17,AWS Pasaman Barat,8.2
2018-11-18,AWS Pasaman Barat,11.2
2018-11-19,AWS Pasaman Barat,0.4
2018-11-20,AWS Pasaman Barat,26.2
2018-11-21,AWS Pasaman Barat,95.2
2018-11-22,AWS Pasaman Barat,7.200000000000001
2018-11-23,AWS Pasaman Barat,0.2
2018-11-24,AWS Pasaman Barat,1.0
2018-11-25,AWS Pasaman Barat,19.2
2018-11-26,AWS Pasaman Barat,10.0
2018-11-27,AWS Pasaman Barat,0.0
2018-11-28,AWS Pasaman Barat,0.5999999999999996
2018-11-29,AWS Pasaman Barat,16.400000000000002
2018-11-30,AWS Pasaman Barat,37.199999999999996
2018-12-01,AWS Pasaman Barat,23.39999999999999
2018-12-02,AWS Pasaman Barat,57.400000000000006
2018-12-03,AWS Pasaman Barat,0.4
2018-12-04,AWS Pasaman Barat,38.0
2018-12-05,AWS Pasaman Barat,68.00000000000001
2018-12-06,AWS Pasaman Barat,48.19999999999999
2018-12-07,AWS Pasaman Barat,29.199999999999992
2018-12-08,AWS Pasaman Barat,0.0
2018-12-09,AWS Pasaman Barat,10.4
2018-12-10,AWS Pasaman Barat,45.39999999999999
2018-12-11,AWS Pasaman Barat,10.799999999999997
2018-12-12,AWS Pasaman Barat,0.8000000000000002
2018-12-13,AWS Pasaman Barat,42.400000000000006
2018-12-14,AWS Pasaman Barat,0.0
2018-12-15,AWS Pasaman Barat,0.0
2018-12-16,AWS Pasaman Barat,15.399999999999999
2018-12-17,AWS Pasaman Barat,0.0
2018-12-18,AWS Pasaman Barat,0.0
2018-12-19,AWS Pasaman Barat,0.0
2018-12-20,AWS Pasaman Barat,0.0
2018-12-21,AWS Pasaman Barat,0.0
2018-12-22,AWS Pasaman Barat,44.599999999999994
2018-12-23,AWS Pasaman Barat,0.0
2018-12-24,AWS Pasaman Barat,1.6
2018-12-25,AWS Pasaman Barat,0.2
2018-12-26,AWS Pasaman Barat,23.2
2018-12-27,AWS Pasaman Barat,0.2
2018-12-28,AWS Pasaman Barat,13.000000000000002
2018-12-29,AWS Pasaman Barat,0.8
2018-12-30,AWS Pasaman Barat,8.400000000000002
2018-12-31,AWS Pasaman Barat,9.800000000000002
2019-01-01,AWS Pasaman Barat,23.599999999999998
2019-01-02,AWS Pasaman Barat,43.0
2019-01-03,AWS Pasaman Barat,88.8
2019-01-04,AWS Pasaman Barat,10.0
2019-01-05,AWS Pasaman Barat,0.0
2019-01-06,AWS Pasaman Barat,4.2
2019-01-07,AWS Pasaman Barat,0.2
2019-01-08,AWS Pasaman Barat,0.0
2019-01-09,AWS Pasaman Barat,23.0
2019-01-10,AWS Pasaman Barat,6.799999999999999
2019-01-11,AWS Pasaman Barat,0.2
2019-01-12,AWS Pasaman Barat,2.2000000000000006
2019-01-13,AWS Pasaman Barat,15.8
2019-01-14,AWS Pasaman Barat,29.6
2019-01-15,AWS Pasaman Barat,48.4
2019-01-16,AWS Pasaman Barat,2.8000000000000056
2019-01-17,AWS Pasaman Barat,0.0
2019-01-18,AWS Pasaman Barat,0.0
2019-01-19,AWS Pasaman Barat,0.2
2019-01-20,AWS Pasaman Barat,29.4
2019-01-21,AWS Pasaman Barat,34.2
2019-01-22,AWS Pasaman Barat,0.0
2019-01-23,AWS Pasaman Barat,0.0
2019-01-24,AWS Pasaman Barat,1.0
2019-01-25,AWS Pasaman Barat,0.0
2019-01-26,AWS Pasaman Barat,21.4
2019-01-27,AWS Pasaman Barat,7.8
2019-01-28,AWS Pasaman Barat,0.2
2019-01-29,AWS Pasaman Barat,0.0
