date,station,rr
2018-12-30,ARG Solok Selatan,0.0
2018-12-31,ARG Solok Selatan,0.0
2019-01-01,ARG Solok Selatan,0.0
2019-01-02,ARG Solok Selatan,0.0
2019-01-03,ARG Solok Selatan,0.0
2019-01-04,ARG Solok Selatan,0.0
2019-01-05,ARG Solok Selatan,0.0
2019-01-06,ARG Solok Selatan,0.0
2019-01-07,ARG Solok Selatan,0.0
2019-01-08,ARG Solok Selatan,0.0
2019-01-09,ARG Solok Selatan,0.0
2019-01-10,ARG Solok Selatan,0.0
2019-01-11,ARG Solok Selatan,0.0
2019-01-12,ARG Solok Selatan,0.0
2019-01-13,ARG Solok Selatan,0.0
2019-01-14,ARG Solok Selatan,0.0
2019-01-15,ARG Solok Selatan,0.0
2019-01-16,ARG Solok Selatan,0.0
2019-01-17,ARG Solok Selatan,0.0
2019-01-18,ARG Solok Selatan,0.0
2019-01-19,ARG Solok Selatan,0.0
2019-01-20,ARG Solok Selatan,0.0
2019-01-21,ARG Solok Selatan,0.0
2019-01-22,ARG Solok Selatan,0.0
2019-01-23,ARG Solok Selatan,0.0
2019-01-24,ARG Solok Selatan,0.0
2019-01-25,ARG Solok Selatan,0.0
2019-01-26,ARG Solok Selatan,0.0
2019-01-27,ARG Solok Selatan,0.0
2019-01-28,ARG Solok Selatan,0.0
2019-01-29,ARG Solok Selatan,0.0
2019-01-30,ARG Solok Selatan,0.0
2019-01-31,ARG Solok Selatan,0.0
2019-02-01,ARG Solok Selatan,0.0
2019-02-02,ARG Solok Selatan,0.0
2019-02-03,ARG Solok Selatan,0.0
2019-02-04,ARG Solok Selatan,0.0
2019-02-05,ARG Solok Selatan,0.0
2019-02-06,ARG Solok Selatan,0.0
2019-02-07,ARG Solok Selatan,0.0
2019-02-08,ARG Solok Selatan,0.0
2019-02-09,ARG Solok Selatan,0.0
2019-02-10,ARG Solok Selatan,0.0
2019-02-11,ARG Solok Selatan,0.0
2019-02-12,ARG Solok Selatan,0.0
2019-02-13,ARG Solok Selatan,0.0
2019-02-14,ARG Solok Selatan,0.0
2019-02-15,ARG Solok Selatan,0.0
2019-02-16,ARG Solok Selatan,0.0
2019-02-17,ARG Solok Selatan,0.0
2019-02-18,ARG Solok Selatan,0.0
2019-02-19,ARG Solok Selatan,0.0
2019-02-20,ARG Solok Selatan,0.0
2019-02-21,ARG Solok Selatan,0.0
2019-02-22,ARG Solok Selatan,0.0
2019-02-23,ARG Solok Selatan,0.0
2019-02-24,ARG Solok Selatan,0.0
2019-02-25,ARG Solok Selatan,0.0
2019-02-26,ARG Solok Selatan,0.0
2019-02-27,ARG Solok Selatan,0.0
2019-02-28,ARG Solok Selatan,0.0
2019-03-01,ARG Solok Selatan,0.0
2019-03-02,ARG Solok Selatan,0.0
2019-03-03,ARG Solok Selatan,0.0
2019-03-04,ARG Solok Selatan,0.0
2019-03-05,ARG Solok Selatan,0.0
2019-03-06,ARG Solok Selatan,0.0
2019-03-07,ARG Solok Selatan,0.0
2019-03-08,ARG Solok Selatan,0.0
2019-03-09,ARG Solok Selatan,0.0
2019-03-10,ARG Solok Selatan,0.0
2019-03-11,ARG Solok Selatan,0.0
2019-03-12,ARG Solok Selatan,0.0
2019-03-13,ARG Solok Selatan,0.0
2019-03-14,ARG Solok Selatan,0.0
2019-03-15,ARG Solok Selatan,0.0
2019-03-16,ARG Solok Selatan,0.0
2019-03-17,ARG Solok Selatan,0.0
2019-03-18,ARG Solok Selatan,0.0
2019-03-19,ARG Solok Selatan,0.0
2019-03-20,ARG Solok Selatan,0.0
2019-03-21,ARG Solok Selatan,0.0
2019-03-22,ARG Solok Selatan,0.0
2019-03-23,ARG Solok Selatan,0.0
2019-03-24,ARG Solok Selatan,0.0
2019-03-25,ARG Solok Selatan,0.0
2019-03-26,ARG Solok Selatan,0.0
2019-03-27,ARG Solok Selatan,0.0
2019-03-28,ARG Solok Selatan,0.0
2019-03-29,ARG Solok Selatan,0.0
2019-03-30,ARG Solok Selatan,0.0
2019-03-31,ARG Solok Selatan,0.0
2019-04-01,ARG Solok Selatan,0.0
2019-04-02,ARG Solok Selatan,0.0
2019-04-03,ARG Solok Selatan,0.0
2019-04-04,ARG Solok Selatan,0.0
2019-04-05,ARG Solok Selatan,0.0
2019-04-06,ARG Solok Selatan,0.0
2019-04-07,ARG Solok Selatan,0.0
2019-04-08,ARG Solok Selatan,0.0
2019-04-09,ARG Solok Selatan,0.0
2019-04-10,ARG Solok Selatan,0.0
2019-04-11,ARG Solok Selatan,0.0
2019-04-12,ARG Solok Selatan,0.0
2019-04-13,ARG Solok Selatan,0.0
2019-04-14,ARG Solok Selatan,0.0
2019-04-15,ARG Solok Selatan,0.0
2019-04-16,ARG Solok Selatan,0.0
2019-04-17,ARG Solok Selatan,0.0
2019-04-18,ARG Solok Selatan,0.0
2019-04-19,ARG Solok Selatan,0.0
2019-04-20,ARG Solok Selatan,0.0
2019-04-21,ARG Solok Selatan,0.0
2019-04-22,ARG Solok Selatan,0.0
2019-04-23,ARG Solok Selatan,0.0
2019-04-24,ARG Solok Selatan,0.0
2019-04-25,ARG Solok Selatan,0.0
2019-04-26,ARG Solok Selatan,0.0
2019-04-27,ARG Solok Selatan,0.0
2019-04-28,ARG Solok Selatan,0.0
2019-04-29,ARG Solok Selatan,0.0
2019-04-30,ARG Solok Selatan,0.0
2019-05-01,ARG Solok Selatan,0.0
2019-05-02,ARG Solok Selatan,0.0
2019-05-03,ARG Solok Selatan,0.0
2019-05-04,ARG Solok Selatan,0.0
2019-05-05,ARG Solok Selatan,0.0
2019-05-06,ARG Solok Selatan,0.0
2019-05-07,ARG Solok Selatan,0.0
2019-05-08,ARG Solok Selatan,0.0
2019-05-09,ARG Solok Selatan,0.0
2019-05-10,ARG Solok Selatan,0.0
2019-05-11,ARG Solok Selatan,0.0
2019-05-12,ARG Solok Selatan,0.0
2019-05-13,ARG Solok Selatan,0.0
2019-05-14,ARG Solok Selatan,0.0
2019-05-15,ARG Solok Selatan,0.0
2019-05-16,ARG Solok Selatan,0.0
2019-05-17,ARG Solok Selatan,0.0
2019-05-18,ARG Solok Selatan,0.0
2019-05-19,ARG Solok Selatan,0.0
2019-05-20,ARG Solok Selatan,0.0
2019-05-21,ARG Solok Selatan,0.0
2019-05-22,ARG Solok Selatan,0.0
2019-05-23,ARG Solok Selatan,0.0
2019-05-24,ARG Solok Selatan,0.0
2019-05-25,ARG Solok Selatan,0.0
2019-05-26,ARG Solok Selatan,0.0
